harga_juta,luas_tanah,luas_bangunan,bed,bath,carport
399.0,125.0,45.0,2.0,1.0,1.0
475.0,80.0,55.0,2.0,1.0,1.0
780.0,115.0,60.0,3.0,2.0,1.0
1950.0,168.0,110.0,3.0,2.0,1.0
465.0,132.0,53.0,2.0,1.0,1.0
800.0,107.0,100.0,3.0,2.0,1.0
3800.0,290.0,250.0,4.0,3.0,1.0
750.0,130.0,60.0,3.0,2.0,1.0
2000.0,205.0,200.0,6.0,5.0,2.0
756.0,95.0,57.0,2.0,1.0,2.0
400.0,90.0,50.0,2.0,1.0,1.0
1850.0,116.0,110.0,3.0,2.0,2.0
835.0,102.0,65.0,3.0,2.0,1.0
961.0,107.0,80.0,3.0,3.0,2.0
875.0,107.0,70.0,3.0,2.0,1.0
2790.0,123.0,160.0,3.0,3.0,1.0
1700.0,200.0,190.0,4.0,3.0,2.0
1780.0,160.0,210.0,3.0,3.0,1.0
1550.0,126.0,90.0,3.0,2.0,1.0
2700.0,110.0,160.0,3.0,4.0,2.0
1300.0,135.0,120.0,3.0,2.0,1.0
1200.0,124.0,100.0,3.0,2.0,2.0
399.0,80.0,67.0,2.0,2.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
850.0,87.0,70.0,3.0,1.0,1.0
1900.0,130.0,130.0,4.0,3.0,1.0
999.0,103.0,100.0,3.0,3.0,2.0
3800.0,290.0,280.0,5.0,4.0,2.0
775.0,145.0,80.0,3.0,2.0,2.0
550.0,108.0,50.0,2.0,1.0,1.0
595.0,82.0,65.0,2.0,1.0,1.0
675.0,99.0,75.0,3.0,2.0,1.0
897.0,107.0,91.0,3.0,2.0,1.0
640.0,91.0,50.0,2.0,1.0,1.0
1100.0,154.0,160.0,4.0,2.0,1.0
3800.0,200.0,170.0,4.0,4.0,2.0
1470.0,178.0,131.0,4.0,3.0,2.0
3800.0,290.0,190.0,4.0,4.0,1.0
1950.0,168.0,130.0,3.0,2.0,1.0
1290.0,207.0,160.0,4.0,2.0,1.0
1490.0,126.0,170.0,5.0,4.0,2.0
2500.0,290.0,168.0,3.0,3.0,1.0
2500.0,290.0,168.0,3.0,3.0,1.0
3800.0,290.0,280.0,6.0,4.0,2.0
399.0,80.0,67.0,2.0,2.0,1.0
550.0,108.0,50.0,2.0,1.0,1.0
1700.0,118.0,70.0,3.0,2.0,1.0
1100.0,112.0,85.0,2.0,2.0,1.0
3500.0,215.0,260.0,6.0,5.0,2.0
1000.0,128.0,90.0,3.0,2.0,1.0
515.0,95.0,45.0,2.0,1.0,1.0
2750.0,150.0,190.0,4.0,5.0,2.0
3490.0,290.0,280.0,5.0,4.0,2.0
730.0,100.0,80.0,3.0,2.0,1.0
850.0,139.0,125.0,6.0,5.0,2.0
1750.0,128.0,97.0,4.0,2.0,1.0
1300.0,96.0,180.0,4.0,3.0,1.0
775.0,136.0,100.0,2.0,1.0,1.0
3000.0,242.0,280.0,6.0,5.0,1.0
3800.0,290.0,280.0,2.0,3.0,2.0
675.0,128.0,100.0,2.0,1.0,1.0
1350.0,204.0,170.0,4.0,3.0,1.0
1970.0,160.0,180.0,5.0,5.0,2.0
850.0,98.0,99.0,3.0,3.0,1.0
399.0,80.0,80.0,3.0,2.0,1.0
1300.0,125.0,150.0,5.0,3.0,1.0
1250.0,105.0,160.0,3.0,2.0,1.0
410.0,80.0,45.0,2.0,1.0,1.0
665.0,114.0,90.0,3.0,2.0,1.0
1200.0,80.0,100.0,3.0,3.0,1.0
2200.0,241.0,280.0,5.0,3.0,2.0
2100.0,154.0,95.0,4.0,3.0,2.0
399.0,83.0,45.0,2.0,1.0,1.0
3000.0,290.0,275.0,5.0,3.0,1.0
665.0,97.0,65.0,3.0,1.0,2.0
615.0,102.0,60.0,4.0,2.0,1.0
575.0,104.0,80.0,3.0,2.0,1.0
2000.0,221.0,280.0,6.0,5.0,1.0
2000.0,125.0,169.0,3.0,3.0,1.0
1650.0,290.0,270.0,2.0,2.0,2.0
1650.0,125.0,185.0,4.0,3.0,1.0
1400.0,133.0,105.0,3.0,2.0,1.0
1300.0,174.0,200.0,3.0,2.0,2.0
3600.0,290.0,280.0,5.0,5.0,2.0
1650.0,135.0,115.0,2.0,2.0,2.0
1790.0,119.0,160.0,4.0,3.0,2.0
2700.0,97.0,185.0,6.0,5.0,2.0
1700.0,118.0,70.0,3.0,2.0,1.0
1990.0,194.0,280.0,4.0,4.0,1.0
1300.0,131.0,78.0,3.0,2.0,1.0
2170.0,200.0,135.0,4.0,3.0,2.0
900.0,204.0,100.0,4.0,2.0,2.0
1790.0,119.0,160.0,4.0,3.0,2.0
1470.0,146.0,146.0,4.0,3.0,1.0
685.0,120.0,77.0,3.0,2.0,2.0
1850.0,116.0,115.0,3.0,2.0,2.0
2300.0,126.0,130.0,3.0,3.0,2.0
2750.0,150.0,190.0,4.0,4.0,2.0
800.0,107.0,165.0,4.0,2.0,1.0
825.0,102.0,120.0,3.0,2.0,1.0
825.0,125.0,79.0,3.0,2.0,1.0
1250.0,135.0,77.0,3.0,2.0,1.0
1800.0,112.0,152.0,3.0,2.0,1.0
950.0,80.0,80.0,2.0,1.0,1.0
1100.0,213.0,80.0,3.0,2.0,2.0
1700.0,111.0,180.0,4.0,5.0,1.0
640.0,95.0,50.0,2.0,1.0,1.0
2050.0,160.0,215.0,4.0,4.0,2.0
1950.0,170.0,130.0,3.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
1800.0,217.0,250.0,6.0,5.0,2.0
525.0,112.0,75.0,3.0,1.0,1.0
925.0,101.0,65.0,2.0,1.0,1.0
520.0,90.0,50.0,2.0,1.0,1.0
650.0,126.0,80.0,3.0,2.0,1.0
1900.0,110.0,170.0,4.0,4.0,1.0
3800.0,290.0,280.0,6.0,5.0,1.0
575.0,80.0,120.0,3.0,3.0,1.0
975.0,128.0,100.0,3.0,2.0,1.0
435.0,101.0,45.0,2.0,1.0,1.0
550.0,123.0,62.0,3.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
3800.0,290.0,161.0,5.0,2.0,2.0
475.0,93.0,60.0,3.0,1.0,1.0
580.0,80.0,45.0,2.0,1.0,1.0
975.0,121.0,80.0,3.0,2.0,1.0
675.0,85.0,45.0,2.0,1.0,1.0
765.0,118.0,80.0,3.0,2.0,1.0
3800.0,290.0,150.0,3.0,3.0,2.0
890.0,85.0,70.0,3.0,2.0,1.0
675.0,121.0,45.0,2.0,1.0,1.0
3800.0,290.0,250.0,6.0,4.0,2.0
2350.0,213.0,147.0,3.0,2.0,1.0
2350.0,184.0,160.0,4.0,3.0,2.0
999.0,103.0,100.0,3.0,4.0,1.0
2500.0,290.0,200.0,4.0,3.0,2.0
399.0,104.0,50.0,2.0,1.0,1.0
730.0,100.0,80.0,3.0,2.0,1.0
1300.0,134.0,120.0,3.0,2.0,1.0
1500.0,148.0,120.0,3.0,2.0,1.0
1350.0,271.0,120.0,6.0,3.0,1.0
1250.0,200.0,120.0,3.0,2.0,1.0
1500.0,158.0,220.0,5.0,3.0,1.0
1100.0,160.0,120.0,3.0,2.0,1.0
592.0,104.0,50.0,2.0,1.0,1.0
2650.0,189.0,210.0,4.0,3.0,1.0
720.0,126.0,58.0,2.0,1.0,1.0
3800.0,290.0,120.0,4.0,3.0,2.0
1900.0,166.0,150.0,5.0,5.0,2.0
3800.0,290.0,280.0,6.0,3.0,2.0
500.0,88.0,55.0,2.0,1.0,1.0
1850.0,102.0,138.0,3.0,3.0,2.0
2750.0,290.0,150.0,2.0,3.0,2.0
3500.0,290.0,280.0,6.0,3.0,1.0
2000.0,167.0,130.0,3.0,2.0,1.0
695.0,88.0,80.0,3.0,2.0,1.0
3800.0,290.0,280.0,6.0,3.0,2.0
725.0,114.0,71.0,3.0,2.0,1.0
450.0,80.0,45.0,2.0,1.0,1.0
3300.0,254.0,200.0,5.0,5.0,1.0
3800.0,290.0,280.0,5.0,5.0,2.0
520.0,90.0,50.0,2.0,1.0,1.0
1500.0,185.0,220.0,5.0,3.0,2.0
3800.0,290.0,280.0,6.0,5.0,1.0
670.0,136.0,80.0,3.0,2.0,1.0
950.0,100.0,190.0,6.0,3.0,1.0
980.0,100.0,150.0,6.0,5.0,1.0
1950.0,249.0,250.0,6.0,5.0,2.0
1950.0,150.0,160.0,6.0,5.0,2.0
1400.0,150.0,280.0,6.0,5.0,1.0
450.0,82.0,50.0,2.0,1.0,1.0
2300.0,290.0,280.0,6.0,5.0,2.0
3800.0,251.0,280.0,6.0,5.0,2.0
1450.0,150.0,120.0,6.0,5.0,2.0
450.0,82.0,50.0,2.0,1.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
2390.0,110.0,70.0,3.0,3.0,2.0
3500.0,195.0,280.0,6.0,5.0,1.0
3600.0,119.0,255.0,6.0,5.0,2.0
3800.0,290.0,280.0,6.0,5.0,2.0
1720.0,96.0,75.0,3.0,2.0,2.0
2500.0,290.0,280.0,6.0,5.0,2.0
900.0,170.0,180.0,6.0,5.0,2.0
3800.0,210.0,250.0,6.0,5.0,2.0
950.0,120.0,120.0,3.0,2.0,1.0
2800.0,129.0,163.0,3.0,2.0,1.0
790.0,80.0,70.0,3.0,2.0,1.0
1600.0,290.0,200.0,6.0,5.0,1.0
3800.0,288.0,280.0,6.0,5.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
1600.0,290.0,280.0,6.0,5.0,2.0
675.0,85.0,45.0,2.0,1.0,1.0
1800.0,100.0,118.0,3.0,3.0,2.0
850.0,125.0,52.0,2.0,1.0,1.0
499.0,120.0,45.0,2.0,1.0,1.0
533.0,127.0,45.0,2.0,1.0,1.0
890.0,85.0,70.0,3.0,2.0,1.0
910.0,106.0,160.0,4.0,2.0,1.0
2500.0,170.0,125.0,3.0,3.0,1.0
2750.0,226.0,166.0,5.0,5.0,2.0
2200.0,150.0,170.0,5.0,4.0,1.0
3200.0,186.0,200.0,4.0,2.0,1.0
3000.0,216.0,200.0,4.0,3.0,1.0
2800.0,144.0,252.0,6.0,5.0,1.0
2250.0,217.0,280.0,5.0,4.0,2.0
2360.0,182.0,135.0,4.0,3.0,2.0
2350.0,184.0,160.0,4.0,3.0,2.0
475.0,85.0,47.0,3.0,1.0,1.0
399.0,80.0,72.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,2.0
949.0,90.0,62.0,4.0,4.0,1.0
2000.0,290.0,210.0,6.0,4.0,1.0
2000.0,210.0,225.0,3.0,2.0,1.0
2000.0,134.0,162.0,4.0,3.0,1.0
2000.0,158.0,200.0,4.0,3.0,1.0
2000.0,288.0,243.0,6.0,5.0,1.0
1700.0,223.0,100.0,3.0,1.0,2.0
1750.0,163.0,220.0,4.0,3.0,1.0
1700.0,110.0,100.0,4.0,3.0,1.0
1600.0,104.0,160.0,3.0,2.0,1.0
1800.0,164.0,120.0,3.0,2.0,1.0
999.0,103.0,100.0,3.0,3.0,1.0
725.0,114.0,71.0,3.0,2.0,1.0
999.0,103.0,100.0,3.0,3.0,1.0
1600.0,146.0,120.0,3.0,3.0,1.0
750.0,102.0,70.0,3.0,2.0,1.0
999.0,103.0,100.0,3.0,3.0,1.0
725.0,114.0,71.0,3.0,2.0,2.0
999.0,103.0,100.0,4.0,4.0,1.0
1300.0,290.0,142.0,2.0,1.0,1.0
1300.0,290.0,142.0,5.0,5.0,1.0
1480.0,93.0,50.0,2.0,1.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
950.0,115.0,75.0,3.0,2.0,2.0
1500.0,112.0,80.0,3.0,2.0,1.0
690.0,138.0,138.0,3.0,1.0,1.0
1900.0,143.0,187.0,3.0,2.0,2.0
2400.0,123.0,170.0,5.0,5.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
1700.0,290.0,280.0,6.0,3.0,1.0
1100.0,112.0,103.0,3.0,3.0,1.0
1950.0,188.0,128.0,3.0,3.0,1.0
690.0,138.0,138.0,3.0,1.0,1.0
890.0,107.0,90.0,3.0,2.0,1.0
610.0,90.0,55.0,2.0,1.0,1.0
1950.0,128.0,188.0,3.0,2.0,1.0
615.0,167.0,130.0,3.0,1.0,1.0
3100.0,223.0,250.0,6.0,5.0,2.0
785.0,96.0,65.0,2.0,2.0,1.0
400.0,80.0,45.0,2.0,1.0,1.0
610.0,90.0,55.0,2.0,1.0,1.0
2800.0,105.0,138.0,3.0,3.0,2.0
3800.0,193.0,280.0,4.0,4.0,1.0
3200.0,143.0,180.0,4.0,3.0,1.0
1100.0,160.0,150.0,3.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
1400.0,174.0,150.0,3.0,2.0,1.0
435.0,101.0,45.0,2.0,1.0,1.0
399.0,99.0,45.0,2.0,1.0,1.0
725.0,87.0,80.0,3.0,2.0,1.0
961.0,107.0,80.0,3.0,3.0,2.0
750.0,111.0,76.0,2.0,1.0,1.0
3800.0,290.0,262.0,6.0,4.0,2.0
3800.0,290.0,280.0,4.0,2.0,1.0
560.0,104.0,75.0,2.0,2.0,1.0
665.0,125.0,60.0,3.0,2.0,1.0
3800.0,289.0,280.0,4.0,3.0,2.0
1400.0,205.0,80.0,3.0,2.0,2.0
680.0,80.0,48.0,2.0,1.0,1.0
595.0,90.0,60.0,3.0,1.0,1.0
1500.0,150.0,145.0,3.0,3.0,1.0
750.0,130.0,60.0,3.0,2.0,1.0
664.0,166.0,100.0,5.0,3.0,1.0
1690.0,150.0,121.0,3.0,3.0,2.0
2540.0,175.0,130.0,4.0,4.0,2.0
750.0,103.0,61.0,3.0,1.0,1.0
475.0,104.0,60.0,2.0,1.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
2300.0,126.0,130.0,3.0,3.0,2.0
399.0,88.0,45.0,2.0,1.0,1.0
2500.0,290.0,280.0,4.0,4.0,2.0
2400.0,187.0,135.0,4.0,3.0,1.0
3100.0,120.0,213.0,3.0,3.0,1.0
2360.0,182.0,135.0,4.0,3.0,1.0
910.0,106.0,160.0,4.0,2.0,1.0
2480.0,196.0,136.0,4.0,3.0,1.0
2540.0,200.0,135.0,4.0,3.0,1.0
2400.0,187.0,135.0,4.0,3.0,1.0
2460.0,196.0,135.0,4.0,3.0,1.0
2430.0,192.0,135.0,4.0,3.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
3800.0,180.0,220.0,5.0,4.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
2500.0,290.0,200.0,6.0,3.0,1.0
2400.0,238.0,75.0,3.0,2.0,1.0
1900.0,250.0,210.0,5.0,1.0,1.0
1300.0,134.0,80.0,2.0,2.0,1.0
1300.0,144.0,200.0,4.0,3.0,1.0
850.0,105.0,50.0,2.0,1.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
1780.0,118.0,160.0,4.0,3.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
499.0,141.0,56.0,2.0,1.0,1.0
660.0,96.0,45.0,2.0,1.0,1.0
750.0,120.0,60.0,3.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
1450.0,100.0,100.0,3.0,3.0,1.0
750.0,125.0,78.0,3.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
593.0,80.0,50.0,2.0,1.0,1.0
1870.0,150.0,110.0,3.0,2.0,2.0
1490.0,115.0,156.0,5.0,3.0,1.0
2600.0,190.0,120.0,4.0,3.0,1.0
875.0,99.0,70.0,3.0,1.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
580.0,80.0,45.0,2.0,1.0,1.0
2600.0,200.0,190.0,3.0,2.0,1.0
3200.0,252.0,280.0,6.0,5.0,2.0
1480.0,125.0,100.0,3.0,2.0,1.0
690.0,80.0,60.0,3.0,2.0,2.0
1820.0,140.0,158.0,3.0,2.0,1.0
730.0,100.0,85.0,3.0,2.0,1.0
808.0,80.0,70.0,3.0,2.0,2.0
675.0,85.0,45.0,2.0,1.0,2.0
2250.0,230.0,190.0,6.0,5.0,2.0
690.0,80.0,60.0,3.0,2.0,2.0
750.0,80.0,103.0,3.0,1.0,1.0
850.0,90.0,70.0,2.0,1.0,1.0
1800.0,168.0,140.0,4.0,2.0,1.0
3500.0,280.0,80.0,4.0,2.0,1.0
1100.0,149.0,70.0,2.0,1.0,2.0
3500.0,119.0,255.0,6.0,5.0,1.0
1780.0,118.0,160.0,4.0,3.0,1.0
1780.0,118.0,160.0,4.0,3.0,1.0
850.0,107.0,80.0,3.0,2.0,1.0
2530.0,175.0,130.0,4.0,3.0,2.0
399.0,80.0,72.0,2.0,1.0,1.0
1450.0,125.0,100.0,4.0,3.0,2.0
1340.0,103.0,100.0,3.0,2.0,2.0
399.0,80.0,72.0,2.0,1.0,1.0
2560.0,179.0,130.0,5.0,4.0,2.0
1380.0,107.0,100.0,3.0,2.0,1.0
1700.0,118.0,70.0,3.0,2.0,1.0
1650.0,130.0,130.0,3.0,3.0,1.0
520.0,90.0,50.0,2.0,1.0,1.0
1290.0,99.0,105.0,4.0,3.0,1.0
1290.0,99.0,105.0,4.0,3.0,1.0
645.0,93.0,60.0,3.0,1.0,1.0
645.0,93.0,60.0,3.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
1450.0,110.0,129.0,3.0,3.0,1.0
3500.0,215.0,260.0,6.0,5.0,1.0
1820.0,140.0,158.0,3.0,2.0,1.0
1290.0,99.0,105.0,4.0,3.0,1.0
1290.0,99.0,105.0,4.0,3.0,1.0
1290.0,99.0,105.0,4.0,3.0,1.0
1290.0,99.0,105.0,4.0,3.0,1.0
3800.0,193.0,280.0,4.0,4.0,1.0
592.0,104.0,50.0,2.0,1.0,1.0
2360.0,182.0,135.0,4.0,3.0,1.0
2700.0,213.0,135.0,4.0,3.0,1.0
1450.0,110.0,129.0,3.0,3.0,1.0
775.0,145.0,70.0,3.0,2.0,1.0
520.0,90.0,50.0,2.0,1.0,1.0
685.0,120.0,75.0,3.0,2.0,2.0
1850.0,290.0,123.0,2.0,2.0,1.0
3200.0,225.0,155.0,5.0,4.0,2.0
775.0,145.0,70.0,3.0,2.0,1.0
775.0,145.0,70.0,3.0,2.0,1.0
775.0,145.0,70.0,3.0,2.0,2.0
775.0,145.0,70.0,3.0,2.0,1.0
999.0,103.0,100.0,3.0,3.0,1.0
750.0,114.0,80.0,3.0,2.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
725.0,87.0,80.0,3.0,2.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
2430.0,196.0,135.0,4.0,3.0,1.0
2450.0,187.0,135.0,4.0,3.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
2900.0,189.0,220.0,4.0,3.0,2.0
1450.0,105.0,90.0,3.0,3.0,2.0
1250.0,161.0,90.0,3.0,2.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
699.0,120.0,75.0,3.0,2.0,1.0
699.0,120.0,75.0,3.0,2.0,1.0
699.0,120.0,75.0,3.0,2.0,2.0
585.0,111.0,55.0,3.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
3800.0,267.0,280.0,5.0,5.0,2.0
399.0,94.0,45.0,2.0,1.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
2250.0,183.0,135.0,4.0,3.0,2.0
735.0,105.0,70.0,3.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,72.0,2.0,1.0,1.0
705.0,120.0,75.0,3.0,2.0,1.0
3800.0,280.0,185.0,4.0,3.0,1.0
1290.0,99.0,105.0,4.0,3.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
775.0,145.0,75.0,3.0,2.0,2.0
1350.0,106.0,90.0,3.0,3.0,1.0
425.0,107.0,55.0,2.0,1.0,1.0
425.0,107.0,55.0,2.0,2.0,1.0
425.0,107.0,55.0,2.0,2.0,1.0
3800.0,290.0,280.0,6.0,3.0,2.0
1370.0,183.0,168.0,4.0,3.0,2.0
3800.0,200.0,145.0,3.0,3.0,2.0
399.0,88.0,45.0,2.0,1.0,1.0
689.0,120.0,77.0,3.0,2.0,2.0
2000.0,125.0,169.0,3.0,3.0,1.0
1500.0,125.0,200.0,3.0,3.0,1.0
450.0,83.0,50.0,2.0,1.0,1.0
425.0,107.0,55.0,2.0,2.0,1.0
2680.0,127.0,100.0,4.0,4.0,1.0
575.0,100.0,70.0,3.0,1.0,1.0
1800.0,290.0,140.0,4.0,5.0,2.0
435.0,90.0,45.0,2.0,1.0,1.0
3800.0,223.0,280.0,6.0,5.0,1.0
399.0,100.0,45.0,2.0,1.0,1.0
2660.0,290.0,280.0,6.0,3.0,1.0
410.0,80.0,45.0,2.0,1.0,1.0
2160.0,290.0,210.0,6.0,4.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
757.0,95.0,57.0,2.0,1.0,1.0
2500.0,247.0,172.0,3.0,3.0,1.0
425.0,107.0,55.0,2.0,2.0,1.0
897.0,107.0,91.0,3.0,2.0,1.0
850.0,98.0,105.0,2.0,2.0,1.0
930.0,211.0,180.0,4.0,5.0,1.0
650.0,98.0,75.0,3.0,2.0,1.0
760.0,132.0,90.0,4.0,2.0,1.0
1800.0,120.0,84.0,3.0,2.0,1.0
985.0,125.0,132.0,2.0,2.0,1.0
875.0,133.0,83.0,3.0,2.0,1.0
595.0,91.0,50.0,2.0,1.0,1.0
800.0,107.0,165.0,4.0,2.0,1.0
800.0,107.0,165.0,4.0,2.0,1.0
550.0,94.0,94.0,6.0,3.0,1.0
3800.0,290.0,280.0,4.0,3.0,2.0
550.0,94.0,94.0,6.0,3.0,1.0
2900.0,140.0,280.0,6.0,5.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
1500.0,144.0,250.0,5.0,4.0,1.0
899.0,100.0,98.0,3.0,4.0,1.0
630.0,104.0,64.0,3.0,2.0,1.0
2700.0,290.0,280.0,2.0,4.0,2.0
900.0,98.0,100.0,3.0,4.0,1.0
454.0,112.0,45.0,2.0,1.0,2.0
1940.0,102.0,138.0,3.0,3.0,2.0
399.0,80.0,45.0,2.0,1.0,2.0
1450.0,105.0,90.0,3.0,3.0,2.0
450.0,82.0,50.0,2.0,1.0,1.0
430.0,80.0,45.0,2.0,1.0,2.0
3800.0,235.0,280.0,6.0,5.0,2.0
585.0,111.0,55.0,3.0,1.0,2.0
3800.0,193.0,280.0,4.0,4.0,2.0
3500.0,215.0,260.0,6.0,5.0,2.0
1790.0,108.0,110.0,3.0,2.0,1.0
665.0,120.0,60.0,3.0,2.0,1.0
900.0,128.0,120.0,3.0,2.0,1.0
1780.0,118.0,160.0,4.0,3.0,2.0
500.0,104.0,80.0,3.0,2.0,1.0
580.0,98.0,45.0,2.0,1.0,2.0
1080.0,85.0,98.0,3.0,3.0,2.0
399.0,80.0,45.0,2.0,1.0,2.0
1700.0,200.0,190.0,4.0,3.0,1.0
890.0,142.0,110.0,5.0,2.0,2.0
890.0,142.0,110.0,5.0,2.0,1.0
760.0,132.0,90.0,4.0,2.0,1.0
760.0,132.0,90.0,4.0,2.0,1.0
699.0,120.0,75.0,3.0,2.0,1.0
699.0,120.0,75.0,3.0,2.0,1.0
945.0,145.0,85.0,3.0,2.0,1.0
945.0,145.0,85.0,3.0,2.0,2.0
675.0,125.0,65.0,3.0,2.0,1.0
675.0,125.0,65.0,3.0,2.0,1.0
550.0,116.0,85.0,4.0,2.0,1.0
2500.0,169.0,200.0,4.0,3.0,2.0
2200.0,255.0,280.0,5.0,2.0,2.0
875.0,139.0,120.0,4.0,2.0,2.0
1250.0,90.0,170.0,5.0,5.0,1.0
525.0,112.0,75.0,3.0,1.0,1.0
3800.0,203.0,280.0,5.0,3.0,2.0
1750.0,290.0,250.0,5.0,5.0,1.0
550.0,94.0,94.0,6.0,3.0,1.0
1200.0,101.0,280.0,3.0,3.0,2.0
3800.0,290.0,280.0,6.0,5.0,2.0
850.0,99.0,70.0,3.0,1.0,1.0
1290.0,100.0,115.0,3.0,2.0,1.0
750.0,114.0,83.0,4.0,2.0,1.0
575.0,100.0,80.0,3.0,2.0,1.0
799.0,110.0,150.0,4.0,2.0,1.0
590.0,88.0,110.0,3.0,2.0,1.0
495.0,80.0,72.0,2.0,1.0,1.0
399.0,120.0,80.0,3.0,2.0,1.0
495.0,80.0,168.0,3.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
529.0,110.0,52.0,2.0,1.0,2.0
789.0,80.0,70.0,3.0,2.0,1.0
550.0,104.0,45.0,2.0,1.0,1.0
2600.0,150.0,190.0,4.0,5.0,2.0
2100.0,200.0,125.0,4.0,3.0,2.0
810.0,106.0,106.0,3.0,2.0,1.0
1650.0,230.0,67.0,3.0,3.0,2.0
650.0,114.0,58.0,3.0,1.0,1.0
1940.0,102.0,138.0,3.0,3.0,2.0
690.0,97.0,70.0,3.0,2.0,1.0
565.0,152.0,70.0,3.0,1.0,1.0
1400.0,134.0,200.0,3.0,2.0,1.0
700.0,108.0,85.0,3.0,1.0,1.0
1400.0,121.0,120.0,2.0,1.0,1.0
650.0,84.0,89.0,2.0,1.0,1.0
2250.0,290.0,277.0,5.0,2.0,2.0
890.0,85.0,70.0,3.0,2.0,1.0
2430.0,192.0,135.0,4.0,3.0,1.0
2400.0,187.0,135.0,4.0,3.0,1.0
2490.0,200.0,135.0,4.0,3.0,1.0
550.0,92.0,92.0,6.0,3.0,1.0
2650.0,213.0,135.0,4.0,3.0,1.0
675.0,85.0,45.0,2.0,1.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
954.0,115.0,50.0,2.0,1.0,1.0
835.0,102.0,65.0,3.0,2.0,1.0
399.0,101.0,45.0,2.0,1.0,2.0
1300.0,290.0,250.0,3.0,3.0,1.0
1200.0,90.0,107.0,3.0,3.0,1.0
1650.0,154.0,110.0,3.0,2.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
1850.0,116.0,115.0,3.0,2.0,2.0
550.0,94.0,94.0,6.0,3.0,1.0
399.0,80.0,50.0,2.0,1.0,1.0
475.0,80.0,45.0,2.0,1.0,1.0
650.0,85.0,48.0,2.0,1.0,1.0
455.0,80.0,83.0,2.0,1.0,1.0
795.0,141.0,130.0,3.0,2.0,2.0
3800.0,290.0,200.0,6.0,5.0,2.0
1290.0,99.0,105.0,4.0,3.0,1.0
1300.0,80.0,130.0,3.0,3.0,1.0
2130.0,111.0,107.0,3.0,2.0,1.0
3800.0,260.0,142.0,3.0,3.0,2.0
3370.0,166.0,135.0,3.0,3.0,2.0
2390.0,110.0,70.0,4.0,4.0,2.0
685.0,100.0,70.0,3.0,2.0,1.0
3300.0,148.0,135.0,3.0,2.0,2.0
1290.0,99.0,105.0,4.0,3.0,1.0
885.0,142.0,110.0,4.0,2.0,2.0
1720.0,93.0,75.0,3.0,2.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
675.0,85.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,2.0
885.0,142.0,110.0,4.0,2.0,2.0
399.0,80.0,45.0,2.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,84.0,84.0,3.0,2.0,1.0
790.0,80.0,60.0,3.0,2.0,2.0
549.0,90.0,45.0,2.0,1.0,1.0
585.0,80.0,55.0,2.0,1.0,1.0
1700.0,96.0,70.0,3.0,3.0,1.0
1500.0,115.0,156.0,5.0,3.0,2.0
399.0,100.0,100.0,2.0,1.0,1.0
3800.0,290.0,280.0,2.0,2.0,2.0
